	start	game_id	sqw_home_team_id	sqw_away_team_id	team_id	short_name	first_name	last_name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict
184	2015	8821	134	123	134	Lorient	Majeed	Waris	0	84.2	72.6	145.042023636	27.5753513124	0	0	0	0	0	0	0	0.028106745129
185	2015	8822	142	150	150	GFC Ajaccio	Kévin	Mayi	0	71.8	49.9	89.7968243285	28.2001773044	0	0	0	0	0	0	0	0.024579281044
186	2015	8822	142	150	150	GFC Ajaccio	Khalid	Boutaib	0	76.0	66.9	125.151929857	29.353194034	0	0	0	0	0	0	0	0.0210226004808
187	2015	8822	142	150	150	GFC Ajaccio	Damjan	Djokovic	0	75.9	53.6	98.4958858784	24.3673962499	0	0	0	0	0	0	0	0.0446734014789
188	2015	8822	142	150	150	GFC Ajaccio	Jacques	Zoua Daogari	0	74.0	37.8	64.8625854975	28.7200278551	0	0	0	0	0	0	0	0.0222889157387
189	2015	8822	142	150	150	GFC Ajaccio	Grégory	Pujol	0	75.4	41.5	70.9385123417	26.02710126	0	0	0	0	0	0	0	0.0340021938675
190	2015	8822	142	150	150	GFC Ajaccio	Grégory	Pujol	0	88.9	58.5	127.443655944	13.9807009839	1	0	0	0	0	0	0	0.0816571030139
191	2015	8822	142	150	150	GFC Ajaccio	Roderic	Filippi	0	89.7	40.3	46.7183580017	14.1484981535	1	1	1	0	0	0	0	0.0425721504496
192	2015	8822	142	150	150	GFC Ajaccio	David	Ducourtioux	0	54.4	26.8	63.0342855671	51.162486257	0	0	0	0	0	0	0	0.000630880605275
193	2015	8822	142	150	142	PSG	David	Luiz Moreira Marinho	0	90.8	48.3	79.5308257423	9.35574689696	1	1	1	0	0	0	0	0.0890856570307
194	2015	8822	142	150	142	PSG	Edinson	Cavani	0	88.2	46.0	71.2742121547	12.4595345017	1	0	0	0	0	0	0	0.0983615750819
195	2015	8822	142	150	142	PSG	Jean-Kevin	Augustin	0	95.6	29.9	12.3475881358	20.5759568429	0	0	0	0	0	1	0	0.0747392502983
196	2015	8822	142	150	142	PSG	David	Luiz Moreira Marinho	0	69.7	56.4	101.926772639	30.968532416	0	0	0	0	0	0	0	0.0160650853539
197	2015	8822	142	150	142	PSG	Thiago	Motta	0	71.1	42.3	75.0809230714	29.9081928575	0	0	0	0	0	0	0	0.0186344449029
198	2015	8822	142	150	142	PSG	Jean-Kevin	Augustin	0	92.2	52.0	104.381394591	8.05232885568	1	1	0	0	0	0	0	0.184108527185
199	2015	8822	142	150	142	PSG	Thiago Emiliano	da Silva	1	91.6	46.6	67.9637730599	9.06200860737	1	1	1	0	0	0	0	0.0923008148708
200	2015	8822	142	150	142	PSG	Blaise	Matuidi	1	90.2	65.3	147.359508727	18.1694799045	0	0	0	0	0	0	0	0.115171240525
201	2015	8822	142	150	142	PSG	Lucas	Rodrigues Moura da Silva	0	72.5	55.2	100.707686475	27.9873185568	0	1	0	0	0	0	0	0.0255939444413
202	2015	8822	142	150	142	PSG	Lucas	Rodrigues Moura da Silva	0	87.8	41.9	56.4184470782	14.6441114445	0	0	0	0	0	0	0	0.176802174532
203	2015	8822	142	150	142	PSG	Lucas	Rodrigues Moura da Silva	0	89.8	41.9	51.5462907833	13.0249760077	0	0	0	0	0	0	0	0.217067725048
204	2015	8822	142	150	142	PSG	Javier	Pastore	0	79.7	34.0	51.755622142	25.8474370103	0	0	0	0	0	0	0	0.0345163483713
205	2015	8822	142	150	142	PSG	Lucas	Rodrigues Moura da Silva	0	80.9	47.0	81.0735920733	19.3341666487	0	0	0	0	0	0	0	0.0935935799946
206	2015	8822	142	150	142	PSG	David	Luiz Moreira Marinho	0	91.1	50.9	95.7743259027	8.94538987412	1	1	0	0	0	0	0	0.162827843028
207	2015	8822	142	150	142	PSG	Edinson	Cavani	0	88.5	52.4	101.788183299	11.747765745	1	1	0	0	0	0	0	0.11096572435
208	2015	8822	142	150	142	PSG	Serge	Aurier	0	91.9	53.4	112.770378909	8.78464569576	1	0	0	0	0	0	0	0.167982464668
209	2015	8822	142	150	142	PSG	Thiago Emiliano	da Silva	0	88.2	40.7	51.7570975445	15.0243136282	0	1	1	0	0	0	0	0.0985967315543
210	2015	8822	142	150	142	PSG	Edinson	Cavani	0	87.8	58.1	123.581552922	14.6441114445	1	1	0	0	0	0	0	0.0738720524384
